Title,Author,Fandom,Url,Kudos,Summary,Content
gotta be down because i want it all,gnimmish,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/35239633,"14,443","Summary: Vi lets Caitlyn say things to her that she would never, ever take from anyone else. “You’re wrong.” “You acted rashly.” “Perhaps there is a way to resolve this without punching someone.” But also. You know. Other stuff. Embarrassing stuff.",Explicit No Archive Warnings Apply F/F Arcane: League of Legends (Cartoon 2021) Caitlyn/Vi (League of Legends) Caitlyn (League of Legends) Vi (League of Legends) caitlyn is a top i will die on this hill
My Boy Savior,Elsanndra,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/35418925,"9,519","Summary: After Silco's death, Jinx loses the will to fight and gives herself up. Instead of being sent to Stillwater, a solution that honors the peace with Zaun changes Jinx's fate. In the custody of those that loved Powder, can Jinx truly escape the ghosts that haunt her and find redemption? Or is the twisted poison that flows through her veins determined to shatter any chance of a better life? An alternate take on the Act III finale and Jinx's journey to find a place where she belongs.",Explicit Graphic Depictions Of Violence F/F F/M Arcane: League of Legends (Cartoon 2021) Caitlyn/Vi (League of Legends) Jinx & Vi (League of Legends) Caitlyn & Jinx (League of Legends) Ekko/Jinx (League of Legends) Jinx (League of Legends) Caitlyn (League of Legends) Ekko (League of Legends) Vi (League of Legends) Heimerdinger (League of Legends) Angst with a Happy Ending Hurt/Comfort Depression Mental Health Issues Redemption Jinx Needs a Hug (League of Legends) Slow Burn No Beta Enemies to Friends to Lovers
you carry my fears (as the heavens set fire),prettyaveragewhiteshark,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/35206645,"9,099",Summary: In which Vi and Caitlyn have sex four different times OR The author is working through touch trauma with an incredible partner and wanted to let Vi in on that action too,Explicit No Archive Warnings Apply F/F Arcane: League of Legends (Cartoon 2021) Caitlyn/Vi (League of Legends) Caitlyn (League of Legends) Vi (League of Legends) Smut Fluff and Smut Vaginal Fingering Grinding Gratuitous Smut Developing Relationship
Plus One,wiseturtlebear,"League of Legends, Arcane: League of Legends (Cartoon 2021)",https://archiveofourown.org/works/35255689,"8,020","Summary: After an impromptu conversation with Caitlyn's parents, Vi finds herself accompanying Caitlyn to her winter-home in Holdrum for a whole week. It's the first time Vi has ever been outside the city gates, the trip is fully-paid for and she'll get to be with Caitlyn the whole time. The problem? They have to pretend that they're dating and hopelessly in love with each other the whole time. For Vi, she won't really have to pretend.",Teen And Up Audiences No Archive Warnings Apply F/F League of Legends Arcane: League of Legends (Cartoon 2021) Caitlyn/Vi (League of Legends) Caitlyn (League of Legends) Vi (League of Legends) Butch/Femme vi is a big beefcake i will hear no arguements there is no way caitlyn isnt a dog person a hunting dog specifically Fake/Pretend Relationship honestly this is just an excuse to write domestic fluff Domestic Fluff vi is clueless like absolutely hopeless to a shameful degree Dominant Caitlyn Kiramman submissive Vi Top Caitlyn (League of Legends) Caitlyn and Vi are in Love (League of Legends)
A New Era,spicedrobot,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/35063851,"6,945","Summary: They toast. They toast again. To Piltover. To their partnership. To their dream. Viktor idly wonders how long they’ve been sitting so close, how long he’s been smiling, watching Jayce drink and talk, how easily he could get used to this.",Explicit No Archive Warnings Apply M/M Arcane: League of Legends (Cartoon 2021) Jayce/Viktor (League of Legends) Jayce (League of Legends) Viktor (League of Legends) First Time Drunk Sex Sort Of Frottage Biting Hand Jobs Possessive Behavior But just a little
The Threads Of Fate Tangle And Twist,Misthios,"Arcane: League of Legends (Cartoon 2021), League of Legends",https://archiveofourown.org/works/36528271,"6,239","Summary: “About that,” Vi says. “How’d you end up here? What did a girl like you do to get tossed into this two-star shithole?”   “Really? That’s how you ask? No subtlety in it?”   “Uh, yeah? I saved you from getting shanked in the shower, so fair’s fair. What’s your deal, topside?”   “Caitlyn,” she says. That isn’t right. That wasn’t the answer Vi was after. Names are easily given away but so seldomly remembered in Stillwater, but it echoes in Vi’s head. She almost doesn’t hear the actual answer. “And though I have no doubt a thousand people have given this answer before, I did nothing. I was doing my job, and then I was here. No trial. No sentencing. No crime to speak of.”  * Half a decade into Vi's stay in Stillwater, a topsider turns up, raving about being a Councillor's daughter.",Explicit Graphic Depictions Of Violence F/F Arcane: League of Legends (Cartoon 2021) League of Legends Caitlyn/Vi (League of Legends) Vi (League of Legends) Caitlyn (League of Legends) canon-divergent What-If Happy Ending
the perfect ache,Amandosh,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/35296999,"6,221",Summary: Caitlyn's soulmate has the ability to take up all the air inside her chest. Her senses never forget. aka: The Soulmate AU where they can feel the other’s pain.,Mature No Archive Warnings Apply F/F Arcane: League of Legends (Cartoon 2021) Caitlyn/Vi (League of Legends) Caitlyn (League of Legends) Vi (League of Legends) Alternate Universe - Soulmates Hurt/Comfort Fluff and Angst all aboard the pain train choo choo and i mean emotionally and physically The lesbians get up to some shenanigans happy ending but first they have to suffer vi just needs some sweet lovin and cait is going to give it to her
Rumours (Terrible and True),SunsetSharkbite,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/38426080,"6,199","Summary: “I’m always amazed at how you’re not kidnapped or dead in a ditch. Your luck is almost annoying.” “What can I say?” Vi grinned with that casual leaning shrug. “God is a woman, and She thinks I’m hot.”  Vi and Cait are coworkers on the second season of their hit show. Their characters onscreen have great chemistry and are popular with fans, but the actors themselves? Barely get along. Until they have to.",Mature No Archive Warnings Apply F/F Arcane: League of Legends (Cartoon 2021) Caitlyn/Vi (League of Legends) Caitlyn (League of Legends) Vi (League of Legends) Jinx (League of Legends) Jayce (League of Legends) Viktor (League of Legends) Mel Medarda Alternate Universe - Modern Setting Alternate Universe - Actors fuckboy Vi but I mean that affectionately Coworkers to lovers haters to lovers Fake Dating or are they Secretly Dating it’s another dorky romcom I also mean that affectionately
insinuations,aevallare,"Arcane: League of Legends (Cartoon 2021), League of Legends",https://archiveofourown.org/works/35214433,"6,069","Summary: Jayce very nearly chokes. “I had thought you’d be too busy for gossip.” “Just because I go out of my way not to be noticed doesn’t mean that I don’t have ears,” Viktor says dryly. - people are going to talk either way.",Mature No Archive Warnings Apply M/M Arcane: League of Legends (Cartoon 2021) League of Legends Jayce/Viktor (League of Legends) Jayce (League of Legends) Viktor (League of Legends) Caitlyn (League of Legends) Original Female Character(s) Pining research partners to lovers Rumor Mill mentions of jayce's suicide attempt also i let jayce say fuck
the heart's epiphany,cityseeker,Arcane: League of Legends (Cartoon 2021),https://archiveofourown.org/works/35448292,"5,969","Summary: “No,” Caitlyn whispers, shoulders slipping. Oh, she’s not strong enough for this. “No, no- you- why you? Why you?” She still smells the way she did two years ago— standing at their doorstep, packing her bags, saying we shouldn’t have done this. I shouldn’t have done this. “Why me,” Vi repeats. “Isn’t that the fucking question.” or: they're exes, they're still in love, and they're pretty sure fate just fucking hates them",Mature No Archive Warnings Apply F/F Arcane: League of Legends (Cartoon 2021) Caitlyn/Vi (League of Legends) Caitlyn (League of Legends) Vi (League of Legends) you know the drill its angst central from fwb to lovers to exes and lovers again porn pretending to be poetry
Eye for an Eye,LazyDaizy,Riverdale (TV 2017),https://archiveofourown.org/works/15654000,"4,348","Summary: Young women are disappearing in New York and when the sister of Jughead Jones, (King of the Serpents and notoriously well known in the world of heists as The Shadow Thief) is taken and left for dead, revenge becomes his primary focus. When an FBI agent clues him in on who is possibly behind the disappearances, and he finds out the man has a sister, Jughead makes a move that starts a war with deadly consequences. Sister for sister, Jughead doesn’t realize the value this slip of a woman with golden hair and green eyes has and just what her brother is willing to sacrifice to get her back.",Explicit Creator Chose Not To Use Archive Warnings F/M Riverdale (TV 2017) Betty Cooper/Jughead Jones Betty Cooper & Jughead Jones cheryl blossom/toni topaz background Jughead Jones Betty Cooper Archie Andrews Cheryl Blossom Toni Topaz Fangs - Character FP Jones I FP Jones II Tall Boy Chic Cooper Penny Peabody Malachi Reggie Mantle Polly Cooper Ethal Mugs Kevin Keller Moose Mason Jellybean Jones Sweet Pea Mentions of Veronica Lodge - Character mentions of Ethal Mugs mentions of Chuck Clayton Heavy Angst Hurt/Comfort Violence character deaths (not jughead or Betty) Self Harm Revenge Gangs serpents Ghoulies Trafficking Slow Burn Eventual Smut gritty smut please note the triggers: self harm/violence/death/trafficking Gun Violence FBI thieves Heists Falling In Love fragile betty becomes fierce betty im sorry in advance sorry for hurting JB Will add tags as I think of them cheryl and betty friendship Heavy Themes virgin Betty not canon at all
"this is the last time, I'll say a million more times",underneaththewalnuttree,Riverdale (TV 2017),https://archiveofourown.org/works/10540668,"4,115","Summary: Veronica has made what she acknowledges is considerable progress in her mission of becoming an objectively good person. But what Cheryl is—mean, contemptuous, hyper-critical—is what Veronica used to be. And when she’s prompted to defend herself against some demeaning allegation, lapsing back is really, really easy. Cheryl smiles, much too casually, and begins. “As a firsthand witness to your ill-advised, gratuitous lip-lock with Betty Cooper at the Vixen tryouts, I assume you have no qualms about kissing girls?” Veronica lapses back. Because it’s easy. “No qualms about kissing girls,” she responds with a shrug. “Many qualms about kissing the winner of hell’s Jessica Rabbit look-alike contest.” - Or, three times Veronica spins the bottle. And Betty's reaction each time.",Mature Creator Chose Not To Use Archive Warnings F/F Riverdale (TV 2017) Betty Cooper/Veronica Lodge Betty Cooper Veronica Lodge Cheryl Blossom Archie Andrews Kevin Keller Jughead Jones Mostly Canon Compliant Not too angsty moderately slow-burn Don’t copy to another site
Tony's Little Black Book (Night in Front of the TV),hellbells,"NCIS, Stargate SG-1, Stargate Atlantis, The Walking Dead (TV), House M.D., The Librarians (TV 2014), Harry Potter - J. K. Rowling, Riverdale (TV 2017), Supernatural, Jericho (US 2006), Grey's Anatomy, The Following, Buffy the Vampire Slayer, Person of Interest (TV), The Last Ship (TV), The West Wing, Zoo (TV), Royal Pains, Ocean's Eleven Trilogy (Movies), Grimm (TV), Fast Five (2011), Jack Ryan (TV), DC's Legends of Tomorrow (TV), Eureka (TV), The Meg (2018), True Blood (TV), Teen Wolf (TV), Highlander: The Series, The Newsroom (US TV), Designated Survivor (TV), The Mentalist",https://archiveofourown.org/works/10614756,"3,887",Summary: Tony DiNozzo's Black Book is ever full. These are just a few names of who might be in there.,Mature No Archive Warnings Apply M/M NCIS Stargate SG-1 Stargate Atlantis The Walking Dead (TV) House M.D. The Librarians (TV 2014) Harry Potter - J. K. Rowling Riverdale (TV 2017) Supernatural Jericho (US 2006) Grey's Anatomy The Following Buffy the Vampire Slayer Person of Interest (TV) The Last Ship (TV) The West Wing Zoo (TV) Royal Pains Ocean's Eleven Trilogy (Movies) Grimm (TV) Fast Five (2011) Jack Ryan (TV) DC's Legends of Tomorrow (TV) Eureka (TV) The Meg (2018) True Blood (TV) Teen Wolf (TV) Highlander: The Series The Newsroom (US TV) Designated Survivor (TV) The Mentalist Anthony DiNozzo/Jack O'Neill Anthony DiNozzo/Evan Lorne Anthony DiNozzo/Rick Grimes Anthony DiNozzo/Greg House Anthony DiNozzo/John Sheppard Anthony DiNozzo/Jacob Stone Anthony DiNozzo/Sirius Black Anthony DiNozzo/Dean Winchester Anthony DiNozzo/Jake Green. Anthony DiNozzo/Mark Sloan Ronon Dex/Anthony DiNozzo Anthony DiNozzo/Ryan Hardy Anthony DiNozzo/Robert Chase Anthony DiNozzo/Rupert Giles Anthony DiNozzo/John Reese Anthony DiNozzo/Tom Chandler Anthony DiNozzo/Sam Seaborn Anthony DiNozzo/Jackson Oz Anthony DiNozzo/Danny Ocean Anthony DiNozzo/Sean Renard Anthony DiNozzo/Sam Winchester Anthony DiNozzo/Luke Hobbs Anthony DiNozzo/Jack Ryan Anthony DiNozzo/Jack Carter Anthony DiNozzo/Jonas Taylor Anthony DiNozzo/Remus Lupin Anthony DiNozzo/Josh Lyman Anthony DiNozzo/Castiel Anthony DiNozzo/Owen Hunt Anthony DiNozzo/Eric Northman Anthony DiNozzo/Stiles Stilinski Anthony DiNozzo/Sheriff Stilinski Anthony DiNozzo/Derek Shepherd Anthony DiNozzo/Christopher Argent Steven Caldwell/Anthony DiNozzo Anthony DiNozzo/Methos (Highlander) Anthony DiNozzo/Daniel Jackson Anthony DiNozzo/Jethro Gibbs Anthony DiNozzo/Will McAvoy Anthony DiNozzo/Aaron Shore Anthony DiNozzo/Patrick Jane Anthony DiNozzo Alternate Universe One Shot Collection
This Rage is the One Thing I Get from my Father,keeping_up_with_the_morningstars,"Chilling Adventures of Sabrina (TV 2018), Lucifer (TV)",https://archiveofourown.org/works/19803442,"3,346","Summary: With a sharp exhale, he got up from his seat and walked over to the bar, Sabrina’s eyes following him with a silent incredulity all the while. He continued his story even as he fixed himself a stronger drink than he would have liked. “A small favor, come to think of it. He asked for a child. He and Diana were trying for years, but no spell or potion could give them what they wanted. I thought it simple enough. I mean, Father sent my brothers to bless humans with children all the time."" His face soured as he emptied the glass in one gulp. “It wasn’t like that, though.” He had a grim look to him as he sank back down to his seat across from her. “I soon realized that I didn’t have the same gifts as Amenadiel. I couldn’t channel the divine light of life the way he could. But…Edward was relentless, and I was, too. After all, the Devil never left a favor ungranted. So in the end, I did give him a child.” Sabrina held her breath as the next words were softly uttered from his mouth. “I gave him mine.” In which Sabrina Spellman goes to L.A. to escape Greendale's witches and demons and magic, only to end up with a devilish father, angelic uncle, and very confused detective in the process.",Teen And Up Audiences Graphic Depictions Of Violence Gen Chilling Adventures of Sabrina (TV 2018) Lucifer (TV) Lucifer Morningstar & Sabrina Spellman background Nicholas Scratch/Sabrina Spellman Sabrina Spellman Lucifer Morningstar (Lucifer TV) Mazikeen (Lucifer TV) Amenadiel (Lucifer TV) Chloe Decker Dan Espinoza Ambrose Spellman Prudence Night Alternate Universe - Chilling Adventures of Sabrina Sabrina is tired of Lucifer Morningstars showing up and claiming to be her father The detective is one hundred percent done Maze is a bloodthirsty wine aunt Linda needs a spa day Dan deserves a life supply of pudding Amenadiel is a literal guardian angel Lucifer and Sabrina are stubborn as hell But they both just probably need a hug Alternate Universe - Lucifer (TV)
i just want you to know who i am,cheryltonis,Riverdale (TV 2017),https://archiveofourown.org/works/16047158,"3,270","Summary: it's hard enough being a teenager in 1995. but to cheryl blossom, nothing is harder than being the pastor's daughter with a secret crush on toni topaz, riverdale high's resident hbic.",Mature Creator Chose Not To Use Archive Warnings F/F Riverdale (TV 2017) Cheryl Blossom/Toni Topaz Cheryl Blossom Toni Topaz Betty Cooper Enemies to Lovers Slow Burn Eventual Smut Bullying ChONI AU almost everyone is ooc its the 90s homophobic slurs will be used cheryl is a nerd toni is popular Physical Abuse toni is actually a softie Cheryl Blossom Needs a Hug
(my youth ain't) tangled up in bad decisions,singsongsung,Riverdale (TV 2017),https://archiveofourown.org/works/11179281,"2,953","Summary: There is a Fleetwood Mac album playing on Jughead's record player. Won't you lay me down in the tall grass. Betty is hyper-aware of every single part of her body, from her toenails to her eyelashes. -- Tired of fitting herself into uncomfortable moulds, Betty trades Jughead a milkshake in exchange for a very personal favour.",Not Rated Creator Chose Not To Use Archive Warnings F/M Gen Riverdale (TV 2017) Betty Cooper/Jughead Jones Archie Andrews/Veronica Lodge Betty Cooper Jughead Jones Archie Andrews Veronica Lodge Kevin Keller Polly Cooper Loss of Virginity Friends With Benefits Jason Blossom is Alive
