Title,Author,Fandom,Url,Kudos,Summary,Content
Non Terrae Plus Ultra,vatnalilja,Apex Legends (Video Games),https://archiveofourown.org/works/21676537,"1,565","Summary: A handful of irrepressible legends and one very exhausted chief munitions engineer. The protagonist is a semi-generic reader stand-in. Mostly F/M (working on broadening that). Y/N compatible chapters. Gender-neutral reader options. See notes at the beginning for more info. (I'm slowly working on a Rev chapter, but I've been distracted by BG3 and Starfield. Oops!) (The wordcount is a lie since I include 2 to 4 different versions of chapters for readers to choose from. Closer to 221k.)   Proudly Human Written",Explicit Creator Chose Not To Use Archive Warnings F/M Multi Other F/F Apex Legends (Video Games) Octane | Octavio Silva/Reader Mirage | Elliott Witt/Reader Pathfinder (Apex Legends)/Reader Crypto | Park Tae Joon/Reader Loba Andrade/Reader Fuse | Walter Fitzroy/Reader Revenant (Apex Legends)/Reader Crypto | Park Tae Joon/Mirage | Elliott Witt/Reader Caustic | Alexander Nox/Reader Bloodhound (Apex Legends)/Reader Octane | Octavio Silva/You Mirage | Elliott Witt/You Pathfinder (Apex Legends)/You Crypto | Park Tae Joon/You Fuse | Walter Fitzroy/Mirage | Elliott Witt/Reader Loba Andrade/Mirage | Elliott Witt/Reader Seer | Obi Edolasim/Reader Valkyrie | Kairi Imahara/Reader Mirage | Elliott Witt/Octane | Octavio Silva/You Ballistic | August Brinkman/Reader Octane | Octavio Silva Mirage | Elliott Witt Pathfinder (Apex Legends) Loba Andrade Crypto | Park Tae Joon Fuse | Walter Fitzroy Revenant (Apex Legends) Caustic | Alexander Nox Bloodhound (Apex Legends) Seer | Obi Edolasim Valkyrie | Kairi Imahara Reader You Ballistic | August Brinkman Cunnilingus Vaginal Sex Drugs Consensual Sex Reader-Insert Female Ejaculation Oral Sex Blow Jobs POV Third Person Narcissism Threesome - F/M/M Threesome Robot Sex Strap-Ons Vaginal Fingering Threesome - F/F/M Sex Toys Voyeurism Masturbation POV Second Person Near Death Experiences Edgeplay Fluff Nipple Clamps Anal Sex Pegging Spanking Breast Fucking Interactive Fiction Twine Choose Your Pronouns Gender-Neutral Pronouns y/n Prostate Massage Woman on Top Light Bondage Porn With Plot Age Difference
"""Strikhedonia!""",Keininn,"Minecraft (Video Game), Apex Legends (Video Games), Dream SMP",https://archiveofourown.org/works/31911268,"1,271","Summary: ""Strikhedonia"" -In its simplest, most modern definition, strikhedonia refers to the pleasure or feeling of saying, “To hell with it!” or ""Fuck it!""  ""Why did you ask me to do this for you anyways?"" Tommy asks, his eyebrow quirks up; but the older can't see it because of his mask. ""I want you to teach me how to play so I can bond more with my brother, y'know- The one I told you about?"" Wilbur responds quickly, anticipation and nervousness tinting his voice. ""The older one?"" ""No, no. The younger one- Tommy! Him!"" 'Oh.' 'OH.'  OR: What happens when, Tommy, better known as ""Phoenix"" online as a professional gamer gets a message from his older brother who's a famous musician, to him Phoenix, asking him if he can teach him how to play the game he's a pro at? And what happens when his other already Pro Gamer older brother gets interested in playing with and against Phoenix?! Will he be able to do it while hiding his identity at the same time?",General Audiences No Archive Warnings Apply Other M/M Minecraft (Video Game) Apex Legends (Video Games) Dream SMP Grayson | Purpled & Ranboo & Toby Smith | Tubbo & TommyInnit Toby Smith | Tubbo & TommyInnit Grayson | Purpled & TommyInnit (Video Blogging RPF) Wilbur Soot & Technoblade & TommyInnit & Phil Watson Clay | Dream & GeorgeNotFound & Darryl Noveschosch & Sapnap Clay | Dream/GeorgeNotFound (Video Blogging RPF) Bitzel & Justin | TimeDeo & Kit | Wispexe & Luke | LukeOrSomething & TommyInnit TommyInnit (Video Blogging RPF) Toby Smith | Tubbo Grayson | Purpled (Video Blogging RPF) Ranboo (Video Blogging RPF) Technoblade (Video Blogging RPF) Wilbur Soot Phil Watson (Video Blogging RPF) Clay | Dream (Video Blogging RPF) GeorgeNotFound (Video Blogging RPF) Sapnap (Video Blogging RPF) Darryl Noveschosch Justin | TimeDeo Kit | Wispexe Luke | LukeOrSomething Bitzel (Video Blogging RPF) Dream SMP Ensemble Tags Are Fun Video Game Mechanics Alternate Universe - Video Game World Canon - Video Game Guns Gunshot Wounds Bombs Wilbur Soot and Technoblade and TommyInnit are Siblings Parent Phil Watson (Video Blogging RPF) Parent Kristen (Video Blogging RPF) Pro Gamer Tommyinnit (Video Blogging RPF) Esports Player Tommyinnit (Video Blogging RPF) BAMF TommyInnit (Video Blogging RPF) Pro Gamer Tubbo (Video Blogging RPF) Esports Player Tubbo (Video Blogging RPF) Jschlatt is Toby Smith | Tubbo's Parent Good Parent Jschlatt (Video Blogging RPF) BAMF Toby Smith | Tubbo Pro Gamer Purpled (Video Blogging RPF) Esports Player Purpled (Video Blogging RPF) Grayson | Purpled and Luke | Punz are Siblings BAMF Grayson | Purpled Pro Gamer Ranboo (Video Blogging RPF) Esports Player Ranboo (Video Blogging RPF) BAMF Ranboo (Video Blogging RPF) Pro Gamer Technoblade (Video Blogging RPF) Esports Player Technoblade (Video Blogging RPF) Protective Technoblade (Video Blogging RPF) Older Siblings Wilbur Soot and Technoblade Pro Gamer Dream (Video Blogging RPF) Esports Player Dream (Video Blogging RPF) BAMF Clay | Dream (Video Blogging RPF) Pro Gamer Sapnap (Video Blogging RPF) Esports Player Sapnap (Video Blogging RPF) BAMF Sapnap (Video Blogging RPF) Pro Gamer GeorgeNotFound (Video Blogging RPF) Esports Player GeorgeNotFound (Video Blogging RPF) BAMF GeorgeNotFound (Video Blogging RPF) Pro Gamer Badboyhalo (Video Blogging RPF) Esports Player Badboyhalo (Video Blogging RPF) Protective Wilbur Soot Good Older Sibling Wilbur Soot Secret Identity IRL Fic Tooth-Rotting Fluff Attempt at Humor Crack Light Angst Abandoned Work - Unfinished and Discontinued
Legend/Reader One-Shots (Apex Legends),Huntress_ApexLegend,Apex Legends (Video Games),https://archiveofourown.org/works/24582613,"1,141","Summary: A complication of SFW and NSFW one-shots. I plan on doing one for most of the legends and will continue to add tags as I update the 'story'. Please be patient and I take requests, I prefer to write LegendxReader but I will try my hand at LegendxLegend if you want. Some of the NSFW might be a little disturbing, I will make sure to add the proper tags but be warned. Thanks for reading. I hope you enjoy! :)",Mature Creator Chose Not To Use Archive Warnings F/M Other Apex Legends (Video Games) Bloodhound (Apex Legends)/Reader Bloodhound (Apex Legends)/You Pathfinder (Apex Legends)/Reader Revenant (Apex Legends)/Reader Crypto | Park Tae Joon/Reader Makoa Gibraltar/Reader Caustic | Alexander Nox/Reader Mirage | Elliott Witt/Reader Wraith | Renee Blasey/Reader Lifeline | Ajay Che/Reader Bangalore | Anita Williams/Reader Revenant/Bloodhound/Reader Loba Andrade/Reader Octane | Octavio Silva/Reader Fuse | Walter Fitzroy/Reader Bloodhound (Apex Legends) Mirage | Elliott Witt Revenant (Apex Legends) Reader Bangalore | Anita Williams Wattson | Natalie Paquette Makoa Gibraltar Artur | Bloodhound's Raven Crypto | Park Tae Joon Wraith | Renee Blasey Lifeline | Ajay Che Octane | Octavio Silva Caustic | Alexander Nox Horizon | Mary Somers Fuse | Walter Fitzroy Reader-Insert Not Suitable/Safe For Work Praise Kink Bloodplay Choking Vaginal Sex Oral Sex Rough Sex Sad with a Happy Ending Childhood Memories Childhood Trauma Fluff and Smut Depression Fluff Suicide Attempt Breeding Established Relationship Self-Insert Self-Harm Self-Esteem Issues Alpha/Omega Omega Verse Alpha/Beta/Omega Dynamics Rape/Non-con Elements Not Beta Read Suicidal Thoughts Rev loves you Pregnancy cute little legend babies ImmildlyobssesedwithBloodhound Andmayberevenanttoo
A Familiar Face,babypandacakes,Apex Legends (Video Games),https://archiveofourown.org/works/38191513,942,"Summary: A new season meant another Legend was to join their ranks among the Games. ‘Fuse,’ Bloodhound had heard him called by the others. Rumors and speculation traveled fast among the current Legends - if he was friendly, what his abilities were, what he looked like - but for them, the man was merely félagi or andskoti, depending on the squad match up. Nothing more. At least, that's how it was supposed to be.",Explicit No Archive Warnings Apply Other Apex Legends (Video Games) Bloodhound/Fuse | Walter Fitzroy Bloodhound/Boone (Apex Legends) Bloodhound (Apex Legends) Fuse | Walter Fitzroy Boone (Apex Legends) Loba Andrade Wattson | Natalie Paquette Nonbinary Bloodhound (Apex Legends) Developing Relationship Falling In Love Angst and Hurt/Comfort Eventual Smut AMAB Bloodhound (Apex Legends) Masturbation Touch-Starved Bloodhound (Apex Legends) Kissing Other Additional Tags to Be Added Intercrural Sex Hand Jobs
I'll See You On The Other Side (Hopefully),LuckyPossums,Apex Legends (Video Games),https://archiveofourown.org/works/22802299,942,"Summary: In the heat of battle, Wraith takes a portal and ends up somewhere she never could have anticipated. AU Where Wraith ends up in an alternate reality in which she is married to her teammate Wattson. The woman who Wraith thought in her reality was only a passing crush.",Mature Creator Chose Not To Use Archive Warnings F/F Apex Legends (Video Games) Wattson | Natalie Paquette/Wraith | Renee Blasey Wattson | Natalie Paquette Wraith | Renee Blasey Caustic | Alexander Nox Dimension Travel Alternate Reality Pining Disaster lesbian Wraith Dad Caustic no beta we die like women Angst Happy Ending Hurt/Comfort
Mirage: An Optical Illusion Caused By Atmospheric Conditions,TerokNor,Apex Legends (Video Games),https://archiveofourown.org/works/17872142,896,"Summary: Something that appears real, but is not so. Elliott Witt is not who he appears to be. And everything disappears in the ring. (Complete, the extra chapter was a mistake.)",Mature Creator Chose Not To Use Archive Warnings Other Apex Legends (Video Games) Bloodhound/Mirage | Elliott Witt Mirage | Elliott Witt Bloodhound (Apex Legends) Caustic | Alexander Nox Wraith (Apex Legends) Bangalore | Anita Williams Slow Burn Slow Romance mentioned sexual assault Not the main pairing not graphic
Candy's NSFW Apex Drabbles,kiwi___writes,Apex Legends (Video Games),https://archiveofourown.org/works/19710250,736,"Summary: Self Explanatory, just a lot of porn I guess.",Explicit Creator Chose Not To Use Archive Warnings Multi Apex Legends (Video Games) Caustic | Alexander Nox/Octane | Octavio Silva Caustic | Alexander Nox/Bangalore | Anita Williams Pathfinder/Reader Caustic | Alexander Nox/Reader Bloodhound/Mirage | Elliott Witt/Wraith Bloodhound/Octane | Octavio Silva Caustic | Alexander Nox/Pathfinder Bangalore | Anita Williams/Wraith Octane | Octavio Silva/Mirage | Elliott Witt Bloodhound/Octane | Octavio Silva/Mirage | Elliott Witt Caustic | Alexander Nox/Wattson | Natalie Paquette Bloodhound/Caustic | Alexander Nox Caustic | Alexander Nox/Mirage | Elliott Witt Bloodhound/Tekhartha Zenyatta Octane | Octavio Silva/Reader Octane | Octavio Silva/Wattson | Natalie Paquette Bloodhound/Pathfinder Octane | Octavio Silva/Pathfinder Bloodhound/Caustic | Alexander Nox/Mirage | Elliott Witt Bangalore | Anita Williams/Mirage | Elliott Witt Caustic | Alexander Nox Octane | Octavio Silva Bangalore | Anita Williams Pathfinder (Apex Legends) Mirage | Elliott Witt Bloodhound (Apex Legends) Wraith (Apex Legends) Face (Candy-Kiing) Wattson | Natalie Paquette Tekhartha Zenyatta Mirage Decoys Shibari Face Slapping Degradation Overstimulation Fucking Machines Gun Kink Blood Mommy Kink Vaginal Fingering Anal Fingering Valve Fingering Oral Fixation Cock Warming Predator/Prey Piss Play Piss Wet & Messy AMAB Bloodhound afab bloodhound Public Sex Exhibitionism Minor Character Death Sex Toys Somnophilia Human Pathfinder Tentacles Tentacle Sex Riding First Time Spanking Multiple Orgasms Sugar Daddy Sugar Baby Sugar Dynamic Crying Dacryphilia Sensory Deprivation Watersports Shotgunning Unsanitary Decoy Fucking surprise orgasms monster fucking Teratophilia Robophilia Knotting Electrocution shock play Strap-Ons Thighs thigh fucking Orgasm Delay/Denial Premature Ejaculation Anal Sex Vaginal Sex Non-Human Genitalia Face-Sitting Tongue Fucking Rimming Cunnilingus Gangbang Orgy Genderfluid Mirage Trans Man Octane Master/Pet Pet Play kitten play Collars Pegging Friends With Benefits
What do you wanna do today?,GardenCosmos,Apex Legends (Video Games),https://archiveofourown.org/works/26331142,705,"Summary: [title changed, formerly: ""Stunned""] Contrary to popular belief he enjoyed interacting with people. As long as he could hurt them either physically or mentally, that is. He took great enjoyment out of getting under people’s skins, both literally and figuratively. Things got frustrating when the person didn’t have skin to get under. It wasn’t that Pathfinder wasn’t put off by him. He had expressed that he found Revenant 'scary'. It was that it didn’t stop him from trying to befriend Revenant anyway.",Mature Graphic Depictions Of Violence M/M Apex Legends (Video Games) Pathfinder/Revenant (Apex Legends) Pathfinder (Apex Legends) Revenant (Apex Legends) Wraith | Renee Blasey Mirage | Elliott Witt Wattson | Natalie Paquette Makoa Gibraltar Rampart | Ramya Parekh Revenant Being Revenant (Apex Legends) Violence Blood and Violence things get frisky but nothing too explicit cause the robots dont have junk Canon-Typical Violence Fluff Suicidal Thoughts Animal Abuse Self-Harm Mental Breakdown
Let the games begin,InkkEmulsion,Apex Legends (Video Games),https://archiveofourown.org/works/18541387,677,"Summary: Reader / character requests from Tumblr, 1000 words per minimum. Some chapters are a series, and are appropriately numbered / marked. All separate prompts (though some chapters are series related and titled as such). If you would like to send prompt yourself, please visit @InkkEmulsionWrites on Tumblr and send an ask.",Explicit Graphic Depictions Of Violence Major Character Death F/F F/M M/M Multi Other Apex Legends (Video Games) Bloodhound/Reader Octane/Reader Caustic/Reader Wraith/Reader Mirage/Reader Mirage/reader/octane Bangalore/Reader Crypto/Reader Revenant/Reader Makoa Gibraltar Pathfinder (Apex Legends) Bloodhound (Apex Legends) Wraith (Apex Legends) Caustic | Alexander Nox Wattson | Natalie Paquette Lifeline | Ajay Che Octane | Octavio Silva Mirage | Elliott Witt Crypto | Park Tae Joon Revenant (Apex Legends) Mention of needle use Mentions of Blood Drug Use mentions of depression Phantom Limb Pain Hurt and comfort mild possessive behaviour Mentions of Suicide mentions of gore Death Suicide angsty Long Distance Relationships fucking disgustingly cute fluff and TERRIBLE pickup lines Caustic is a warning in of himself Hey Crypto is here now! REVENANT WARNING we can have some rev fluff as a treat should be fine
come over,shortythescreen,Apex Legends (Video Games),https://archiveofourown.org/works/19931635,666,"Summary: come over?  That’s what lights up your phone screen at damn near three in the morning. You roll over, squinting at the bright screen as you grab it from your bedside table. It’s one of the lamest texts you’ve ever gotten. It’s barely a step up from the even more basic ‘u up?’ and you’re half tempted to leave him on read. Octavio can do better than that.",Explicit Creator Chose Not To Use Archive Warnings F/M Apex Legends (Video Games) Octane | Octavio Silva/Reader Octane | Octavio Silva/You Octane/Reader Octane/You Octane | Octavio Silva Reader Octane's dad Octane's mom Lifeline | Ajay Che Mirage | Elliott Witt Bloodhound Mentioned Bangalore Mentioned Female Reader References to Spanish memes Vaginal Sex Nipple Play Dirty Talk Friends With Benefits Feelings i love the fast man ok reader is an official apex photographer Consensual Lack Of Protection Creampie but only vaguely mentioned Oral Sex Blowjobs Semi-Public Sex Dysfunctional Family Family Drama rich people Octavio's parents are assholes Misuse of Stim Alcohol Abrupt Ending Love Confessions
Click Here for Monster Fucking,1V1,The Arcana (Visual Novel),https://archiveofourown.org/works/15859296,"3,102","Summary: Honestly I'm going to write shorts of monster fuckery per request or whatever. AU, spin off, I don't even care I just am here to be terrible what's new. Requests welcomed here or at my blog solani-and-ashe.tumblr.com",Explicit Creator Chose Not To Use Archive Warnings Multi The Arcana (Visual Novel) Lucio/Wyrm Julian/Tentacles Lucio (The Arcana)/Reader Lucio/The Devil Valerius/Reader Asra (The Arcana)/Reader Muriel (The Arcana)/Reader Valerius (The Arcana)/Reader Lucio/Valdemar Lucio (The Arcana) Asra (The Arcana) Nadia (The Arcana) Julian Devorak Portia Devorak Muriel (The Arcana) Valerius (The Arcana) The Wyrm The Devil Valdemar (The Arcana) monster fucking Monster sex We're starting off strong Tentacles Demon Lucio Anal Sex Breeding Goat Lucio Mermaid Asra Werewolf Valerius A/B/O Knotting Double Dicks Egg Laying Oviposition Fae Montag Goblin King Montag Riding Crops Spanking Fae Asra Doll Asra Praise Kink Public Sex Squirting naga asra Aphrodisiacs Drugged Sex Exhibitionism Forced Orgasm Prostate Milking Size Kink Size Difference Come Inflation Facials Gargoyle Asra Dragon Lucio Feral Behavior
Arcane Drabbles,ShinyMischief,The Arcana (Visual Novel),https://archiveofourown.org/works/13788804,"2,735",Summary: A collection of drabbles from my now defunct Tumblr. Thank you for the love and support over the years. It was a great time.,Explicit Creator Chose Not To Use Archive Warnings No Archive Warnings Apply Other F/M Gen F/F M/M The Arcana (Visual Novel) Asra/Main Character (The Arcana) Julian Devorak/Main Character (The Arcana) Julian Devorak & Nadia Nadia (The Arcana)/Reader Nadia (The Arcana) & Main Character (The Arcana) Asra/Julian Devorak Muriel/F!Apprentice Muriel/Asra Portia Devorak/F!Apprentice Asra (The Arcana) Julian Devorak Nadia (The Arcana) Muriel (The Arcana) Lucio (The Arcana) Portia Devorak F!Apprentice M!Apprentice GN!Apprentice NB!Apprentice Cuddling Fluff Sharing a Bed Smut Biting soft domme Morning Sex Dry Humping Femdom Comfort Confessions Gentle Wrecking Blowjobs Picnics Skincare Sick Fic Rimming slowburn Dom!Nadia Switching Oral Sex Cunnilingus Lesbian Sex Edging teasing in public Orgasm Delay backalley blowjobs Backrubs Male Solo Crystal Dildo 69-ing Dancing Inaccurate depictions of a waltz Shopping Borderline hypothermia body heat Mugging Near Death Experience Blood Injury FaceFucking Choking Spanking assbiting Safewords Self Insert Birthday Sex First Time Face-Sitting
Epsom,heartshapeddog,The Arcana (Visual Novel),https://archiveofourown.org/works/14912366,"2,196","Summary: The magical portal doesn't take you to Lucio's wing. Yet another excuse to get VERY spicy with slippery boy Julian in Book X featuring: secret palace bath chambers, Julian pours his heart out whilst fucking. MC is described with cis female anatomy in mind but no gendered pronouns/titles are used.",Explicit No Archive Warnings Apply F/M The Arcana (Visual Novel) Julian Devorak/Reader Apprentice/Julian Devorak Julian Devorak/You Julian Devorak Apprentice (The Arcana) Bathing/Washing Cunnilingus Dirty Talk Porn with Feelings Vaginal Sex gently implied breeding kink for two seconds only I promise magical contraception
